,Latitude,Longitude,Stop_Name,Routes_Available,Stop_ID,census_block,census_blockgroup,census_tract,census_index
1439,38.809719,-76.978226,HELMONT DR + IRONTON DR,"D12, D12v1",3000388,3013,3,801707,8017073
1440,38.810327,-76.9519,FISHER RD + DAMIAN DR,"H11, H12, H12v1, H13",3000389,1002,1,801701,8017011
1441,38.810876,-76.967833,ST BARNABAS RD + ALICE AVE,"D12, NH1",3000390,1022,1,801708,8017081
1442,38.811323,-76.967706,ST BARNABAS RD + ALICE AVE,"D12, D12v1, NH1",3000392,2000,2,801708,8017082
1443,38.811859000000005,-76.98015600000001,HELMONT DR + CLEARVIEW AVE,"D12, D12v1",3000393,3017,3,801707,8017073
1444,38.811836,-76.950283,FISHER RD + TEMPLE BLVD,"H11, H12, H12v1, H13",3000394,1000,1,801701,8017011
1445,38.812014000000005,-76.950233,FISHER RD + TEMPLE BLVD,"H11, H12, H13",3000395,1004,1,801702,8017021
1446,38.812601,-76.948493,FISHER RD + FISHER DR,"H11, H12, H12v1, H13",3000396,1000,1,801701,8017011
1447,38.812826,-76.96603,ST BARNABAS RD + LARRY AVE,"D12, NH1",3000397,1023,1,801708,8017081
1448,38.812869,-76.948335,FISHER RD + FISHER DR,"H11, H12, H13",3000398,1001,1,801702,8017021
1449,38.813257,-76.982736,HELMONT DR + DUNDALK DR,"D12, D12v1",3000399,3002,3,801707,8017073
1450,38.813257,-76.965806,ST BARNABAS RD + ROSECROFT VILLAGE DR,"D12, D12v1, NH1",3000400,1015,1,801708,8017081
1451,38.813426,-76.94658199999999,FISHER RD + HOLTON LN,"H11, H12, H12v1, H13",3000401,2010,2,801701,8017012
1452,38.814337,-76.9644,ST BARNABAS RD + #5401,"D12, D12v1, NH1",3000404,1015,1,801708,8017081
1453,38.814344,-76.964091,ST BARNABAS RD + ARTS DR,"D12, NH1",3000407,1022,1,801708,8017081
1454,38.814388,-76.99523,LIVINGSTON RD + SHAWNEE DR,D12,3000408,1000,1,801500,8015001
1455,38.81445,-76.94610300000001,TEMPLE HILL RD + FISHER RD,"H11, H12, H13",3000409,1001,1,801702,8017021
1456,38.814498,-76.894582,ALLENTOWN RD + MAXWELL DR,"D13, D14, D14v2, K12, K12v1",3000410,1065,1,801904,8019041
1457,38.815318,-76.962869,ST BARNABAS RD + WINSTON ST,D12,3000414,1006,1,801708,8017081
1458,38.815647,-76.99595,LIVINGSTON TER + LIVINGSTON RD,"D12, D12v1, D14, D14v1",3000415,2001,2,801707,8017072
1459,38.815670000000004,-76.946632,TEMPLE HILL RD + SPRING TER,"H11, H12, H12v1, H13",3000416,1014,1,801901,8019011
1460,38.815863,-76.947071,TEMPLE HILL RD + SPRING TER,"H11, H12, H13",3000417,1001,1,801702,8017021
1461,38.815919,-76.96256600000001,ST BARNABAS RD + WHEELER RD,"D12, D12v1",3000418,1014,1,801706,8017061
1462,38.816096,-76.99633,LIVINGSTON TER + #5501-5507,"D12, D14",3000420,3003,3,801600,8016003
1463,38.816153,-76.89313800000001,ALLENTOWN RD + COMMAND DR,"D13, D14, D14v1, K12",3000421,1067,1,801904,8019041
1464,38.81615,-76.893579,ALLENTOWN RD + COMMAND DR,"D13, D14, D14v2, K12, K12v1",3000422,1065,1,801904,8019041
1465,38.816262,-76.998558,INDIAN HEAD HWY + SALISBURY DR,"D13, P18, P19, W14, W14v2",3000423,3004,3,801600,8016003
1466,38.816596999999994,-76.999043,INDIAN HEAD HWY + TALBERT DR,"D13, D13v1, P18, P19, W14v1",3000424,2012,2,801500,8015002
1467,38.816958,-76.961177,ST BARNABAS RD + FRAZIER TER,D12,3000425,1006,1,801708,8017081
1468,38.817017,-76.961404,ST BARNABAS RD + FRAZIER TER,"D12, D12v1",3000426,1014,1,801706,8017061
1469,38.8174,-76.99306999999999,DEAL DR + MARCY AVE,"D12, D14",3000429,3008,3,801600,8016003
1470,38.817765,-76.949249,TEMPLE HILL RD + HAGAN RD,"H11, H12, H12v1, H13",3000431,1058,1,801907,8019071
1471,38.817938,-76.959916,ST BARNABAS RD + ST BARNABAS CHURCH,D12,3000432,1006,1,801708,8017081
1472,38.818038,-76.960032,ST BARNABAS RD + ST BARNABAS CHURCH,"D12, D12v1",3000433,1014,1,801706,8017061
1473,38.818104,-76.993271,DEAL DR + DUNSTER DR,"D12, D12v1, D14, D14v1",3000434,1009,1,801707,8017071
1474,38.81818,-76.949702,TEMPLE HILL RD + HAGAN RD,"H11, H12, H13",3000435,1005,1,801708,8017081
1475,38.818166,-76.89059,ALLENTOWN RD + ANDREWS MANOR SHOPPING CENTER,"D13, D14, D14v1, K12, K12v2",3000436,3009,3,801104,8011043
1476,38.818432,-76.89075600000001,ALLENTOWN RD + ANDREWS MANOR SHOPPING CENTER,"D13, D14, D14v2, K12, K12v1",3000437,1017,1,801904,8019041
1477,38.818339,-76.993504,DEAL DR + DUNSTER DR,"D12, D14",3000438,3000,3,801600,8016003
1478,38.818965000000006,-76.993673,DEAL DR + KENNEBEC ST,"D12, D12v1, D14, D14v1",3000441,1008,1,801707,8017071
1479,38.818979,-76.998576,AUDREY LN + NEPTUNE AVE,"D12, D14, P12",3000442,3003,3,801600,8016003
1480,38.819128000000006,-76.99869699999999,AUDREY LN + NEPTUNE AVE,"D12, D12v1, D14, D14v1, P12",3000443,2008,2,801600,8016002
1481,38.819173,-76.99360899999999,KENNEBEC ST + DEAL DR,"D12, D14, P12",3000444,1006,1,801600,8016001
1482,38.81928,-76.992776,KENNEBEC ST + GLASSMANOR DR,"D12, D12v1, D14, D14v1, P12",3000445,1007,1,801707,8017071
1483,38.819361,-76.903937,AUTH RD + BRAYMER AVE,"K12, K12v1",3000446,2057,2,801905,8019052
1484,38.819505,-76.997413,AUDREY LN + #632,"D12, D12v1, D14, D14v1, P12",3000447,2006,2,801600,8016002
1485,38.819688,-76.9922,GLASSMANOR DR + KENNEBEC ST,"D12, D14",3000449,1006,1,801600,8016001
1486,38.819758,-76.990348,KENNEBEC ST + #1101,P12,3000450,1005,1,801707,8017071
1487,38.819877000000005,-76.990342,KENNEBEC ST + #1100,P12,3000451,1003,1,801707,8017071
1488,38.820147,-76.98862199999999,KENNEBEC ST + OWENS RD,P12,3000452,1005,1,801707,8017071
1489,38.820495,-76.957391,ST BARNABAS RD + LIME ST,"D12, D12v1",3000454,1011,1,801706,8017061
1490,38.820538,-76.99221,GLASSMANOR DR + #5104,"D12, D12v1, D14, D14v1",3000455,1003,1,801707,8017071
1491,38.820769,-76.995919,AUDREY LN + DEAL DR,"D12, D12v1, D14, D14v1",3000457,2006,2,801600,8016002
1492,38.820692,-76.995622,DEAL DR + AUDREY LN,P12,3000458,1006,1,801600,8016001
1493,38.820709,-77.001024,INDIAN HEAD HWY + INDIAN HEAD HWY,"D12, D13, D13v1, D14, P18, P19, W14, W14v1",3000459,2000,2,801500,8015002
1494,38.820972,-77.000906,INDIAN HEAD HWY + SOUTHERN AVE SE,"D12, D12v1, D13, D14, D14v1, P18, P19, W14, W14v2",3000460,2003,2,801600,8016002
1495,38.821179,-76.949888,TEMPLE HILL RD + RICKEY AVE,"H11, H12, H12v1, H13",3000462,1058,1,801907,8019071
1496,38.821511,-76.949986,TEMPLE HILL RD + RICKEY AVE,"H11, H12, H13",3000465,1004,1,801708,8017081
1497,38.821646,-76.886955,SUITLAND RD + ALLENTOWN RD,"D13, D14, D14v1",3000466,1015,1,801904,8019041
1498,38.821711,-77.00058,SOUTHERN AVE + S CAPITOL ST SW,"A6, A6v1, A8, A8v1, A9, D12, D12v1, D13, D14, D14v1, P18, P19, W14, W14v2",3000467,2003,2,801600,8016002
1499,38.821849,-76.996267,AUDREY LN + IRVINGTON ST,"D12, D14",3000468,1006,1,801600,8016001
1500,38.822023,-76.996431,IRVINGTON ST + AUDREY LN,"D12, D12v1, D14, D14v1",3000469,2000,2,801600,8016002
1501,38.822057,-76.955017,ST BARNABAS RD + HAGAN RD,"D12, D12v1",3000470,1010,1,801706,8017061
1502,38.822083,-77.000063,SOUTHERN AVE SE + S CAPITOL ST SE,"A7, A9",3000472,2002,2,801600,8016002
1503,38.822434,-76.953761,ST BARNABAS RD + #4900,D12,3000473,1001,1,801708,8017081
1504,38.822852000000005,-76.993505,GLASSMANOR DR + IRVINGTON ST,"D12, D12v1, D14, D14v1",3000476,1003,1,801707,8017071
1505,38.822761,-76.95328,ST BARNABAS RD + 23RD PKY,"D12, D12v1",3000477,1000,1,801706,8017061
1506,38.822842,-76.910646,AUTH RD + GLORIA DR,"K12, K12v1",3000478,2000,2,801905,8019052
1507,38.822744,-76.993685,GLASSMANOR DR + IRVINGTON ST,"D12, D14",3000479,1006,1,801600,8016001
1508,38.822905,-76.949919,TEMPLE HILL RD + ST BARNABAS RD,"H11, H12, H13",3000482,1001,1,801708,8017081
1509,38.823,-76.969414,WHEELER RD + IVERSON PL,P12,3000483,3006,3,801807,8018073
1510,38.822933,-76.916534,AUTH RD + MERCEDES BLVD,"C12, C13, C14",3000484,2042,2,801905,8019052
1511,38.823174,-76.96980400000001,WHEELER RD + IVERSON PL,P12,3000485,3000,3,801704,8017043
1512,38.823344,-76.88914399999999,SUITLAND RD + LOU LN,"D13, D14, D14v1",3000487,2018,2,801906,8019062
1513,38.823419,-76.950422,ST BARNABAS RD + RALEIGH RD,"D12, D12v1",3000488,1021,1,801706,8017061
1514,38.823867,-76.950383,RALEIGH RD + ST BARNABAS RD,H11,3000489,1021,1,801706,8017061
1515,38.823918,-76.985276,IVERSON ST + SUTLER DR,"NH1, P12",3000490,3001,3,801704,8017043
1516,38.824033,-76.890422,SUITLAND RD + TOURNAMENT ST,"D13, D14, D14v2",3000492,1024,1,801905,8019051
1517,38.79439,-76.99163,LEYTE DR + #6902,"D13, D13v1, D14",3000290,2012,2,801405,8014052
1518,38.824114,-76.971122,WHEELER RD + MANOR DR,P12,3000493,3008,3,801807,8018073
1519,38.824086,-76.985282,IVERSON ST + SUTLER DR,"NH1, P12",3000494,2003,2,801704,8017042
1520,38.82407,-76.971457,WHEELER RD + MANOR DR,P12,3000495,3001,3,801704,8017043
1521,38.824211,-76.990886,IVERSON ST + OWENS RD,"NH1, P12",3000496,2003,2,801704,8017042
1522,38.824241,-76.997311,SOUTHERN AVE SE + E MEADOWS CT,"A6, A7, D12, D12v1, D13, D14, D14v1",3000497,1000,1,801600,8016001
1523,38.824684000000005,-76.987226,IVERSON ST + #1306,"NH1, P12",3000499,2003,2,801704,8017042
1524,39.091482,-76.89890600000001,SWEITZER LN + #14601,Z7,3003443,2033,2,800203,8002032
1525,39.090581,-76.89818000000001,SWEITZER LN + FROST PL,Z7,3003444,2033,2,800203,8002032
1526,39.088597,-76.898536,SWEITZER LN + #14400,Z7,3003445,2028,2,800203,8002032
1527,39.086069,-76.879705,VAN DUSEN RD + LAUREL PARK DR,Z7,3003446,1017,1,800212,8002121
1528,39.088844,-76.854934,CHERRY LN + CHERRY LANE CT,Z7,3003448,2022,2,800213,8002132
1529,39.085315,-76.84899200000001,CHERRY LN + LAUREL BOWIE RD,Z7,3003449,2002,2,800209,8002092
1530,38.978328000000005,-76.92732099999999,COLLEGE PARK UMD STATION + BUS BAY C,"C8, C8v1, C8v2, C8v3, J4",3003451,2022,2,807102,8071022
1531,39.034917,-76.949252,POWDER MILL RD + BOXER RD,R2,3003452,2017,2,807409,8074092
1532,39.001255,-76.96444699999999,ADELPHI RD + TECUMSEH ST,"C8, C8v1, C8v2, C8v3",3003453,1005,1,805904,8059041
1533,39.005077,-76.902321,SPRINGHILL DR + SPRINGHILL LN,"R12, R12v1",3003463,2003,2,806713,8067132
1534,39.005127,-76.902659,SPRINGHILL DR + SPRINGHILL LN,"R12, R12v1",3003488,1000,1,806714,8067141
1535,39.094532,-76.842861,LAUREL BOWIE RD + FORT MEADE RD,"87, 87v4, 87v5, 89M",3003536,2036,2,800103,8001032
1536,39.005891,-76.903588,SPRINGHILL DR + CHERRYWOOD TER,"R12, R12v1",3003565,2035,2,806714,8067142
1537,38.999193,-76.874907,RIDGE ROAD + #21COURT,"G14, G14v1, G14v2",3003566,1007,1,806708,8067081
1538,39.087128,-76.846722,LAUREL BOWIE RD + #14333,"87, 87v1, 87v2, 87v3, 89M",3003587,1015,1,800211,8002111
1539,38.882697,-76.91103000000001,SUFFOLK AVE + BEND ST,"V14, V14v1",3003592,1010,1,802803,8028031
1540,38.848896,-76.88503299999999,DONNELL DR + MARLBORO PK,"K12, K12v1",3003620,2017,2,802103,8021032
1541,38.795929,-76.90069100000001,OLD BRANCH AVE + COOLRIDGE DR,C13,3003683,1006,1,801211,8012111
1542,38.820551,-76.98820699999999,OWENS RD +KENNEBEC ST,NH1,3003698,1002,1,801707,8017071
1543,38.817059,-76.97703,OWENS RD + MARTIN DR,NH1,3003715,1015,1,801708,8017081
1544,38.816972,-76.967396,OWENS RD +WOODLAND BLVD,NH1,3003716,1018,1,801708,8017081
1545,38.817174,-76.966974,OWENS RD +WOODLAND BLVD,NH1,3003717,3015,3,801704,8017043
1546,38.817026,-76.97026,OWENS RD + NORLINDA AVE,NH1,3003718,1018,1,801708,8017081
1547,38.818118,-76.982339,OWENS RD + BARNABY RUN DR,NH1,3003722,1015,1,801708,8017081
1548,38.843477,-76.910116,HIL MAR DR + MONACCO CT,"D13, D14, D14v2",3003729,3019,3,802002,8020023
1549,38.817656,-76.980087,OWENS RD + WEAVER TER,NH1,3003739,3001,3,801704,8017043
1550,38.81754,-76.980273,OWENS RD + WEAVER TER,NH1,3003741,1015,1,801708,8017081
1551,39.007173,-76.905571,SPRINGHILL DR + CHERRYWOOD LN,"R12, R12v1",3003787,2035,2,806714,8067142
1552,39.006989000000004,-76.90550999999999,SPRINGHILL DR + CHERRYWOOD LN,"R12, R12v1",3003788,2034,2,806714,8067142
1553,38.978361,-76.927565,COLLEGE PARK UMD STATION + BUS BAY D,"83, 83v3, 83v4, 86, 86v1, 86v2",3003913,2022,2,807102,8071022
1554,38.978003,-76.927864,COLLEGE PARK UMD STATION + BUS BAY E,"F6, F6v1, F6v2, R12, R12v1",3003944,2020,2,807102,8071022
1555,38.9752,-76.750045,ANNAPOLIS RD + ST PIUS CHURCH W ENTR,B24,3003952,2022,2,800402,8004022
1556,38.834145,-76.957757,IVERSON ST + 23RD PL,"C12, H11, H12, H12v1, P12",3003956,3006,3,801802,8018023
1557,38.990811,-76.83303000000001,GREENBELT RD + AEROSPACE RD,"G14, G14v1, G14v2",3003963,1006,1,800413,8004131
1558,38.97531,-76.866376,PRINCESS GARDEN PKY + #6512,"G12, G12v2",3003972,3003,3,803606,8036063
1559,38.991096,-76.833067,GREENBELT RD + AEROSPACE RD,"G14, G14v1, G14v2",3003976,1077,1,800411,8004111
1560,38.972828,-76.780839,ANNAPOLIS RD + MARTHAS CHOICE CIR,"B24, B24v1",3003978,1007,1,800514,8005141
1561,38.974958,-76.74994000000001,ANNAPOLIS RD + ST PIUS CHURCH W ENTR,"B24, B24v1",3003979,2006,2,800513,8005132
1562,38.974658000000005,-76.756208,RT 197 LAUREL-BOWIE RD + ANNAPOLIS RD,"B21, C29*4",3003981,3058,3,800409,8004093
1563,38.974486,-76.755797,RT 197 LAUREL-BOWIE RD + ANNAPOLIS RD,"B21, C29*4",3003982,2029,2,800402,8004022
1564,38.974215,-76.755167,ANNAPOLIS RD + LAUREL BOWIE RD,B24,3003984,2029,2,800402,8004022
1565,38.84167,-76.911626,HIL MAR DR + PRINCESS CAROLINE CT,"D13, D14, D14v2",3003986,3019,3,802002,8020023
1566,38.844642,-76.903797,HIL MAR DR + S HIL MAR CIR,"K12, K12v2",3003990,1001,1,802107,8021071
1567,38.844825,-76.903989,HIL MAR DR + DYNASTY DR,"K12, K12v1",3003991,2002,2,802107,8021072
1568,38.84173,-76.90928000000001,REGENCY PKY + ANDREW JACKSON MIDDLE SCHOOL,"D13, D14, D14v2",3003992,3023,3,802002,8020023
1569,38.841588,-76.909161,REGENCY PKY + ANDREW JACKSON MIDDLE SCHOOL,"D13, D14, D14v1",3003993,1002,1,802107,8021071
1570,38.840539,-76.910394,REGENCY PKY + STONEY MEADOWS DR,"D13, D14, D14v2",3003994,3019,3,802002,8020023
1571,38.840361,-76.910286,REGENCY PKY + ROCK QUARRY TER,"D13, D14, D14v1",3003995,1002,1,802107,8021071
1572,38.841707,-76.91395,HIL MAR DR + ROUND HILL LN,"D13, D14, D14v2",3003997,3019,3,802002,8020023
1573,38.752741,-76.97591700000001,ALLENTOWN RD + POLING AVE,W14,3003998,2008,2,801313,8013132
1574,38.841808,-76.911185,HIL MAR DR + PRINCESS CAROLINE CT,"D13, D14, D14v1",3003999,3015,3,802002,8020023
1575,38.843437,-76.910263,HIL MAR DR + MONACCO CT,"D13, D14, D14v1",3004000,3005,3,802002,8020023
1576,38.843187,-76.908187,REGENCY LN + #5745,"D13, D14, D14v2",3004001,3019,3,802002,8020023
1577,38.843325,-76.908149,REGENCY LN + #5745,"D13, D14, D14v1",3004002,3009,3,802002,8020023
1578,39.08885,-76.876712,VAN DUSEN RD + KILLBARRON DR,Z7,3004003,1018,1,800212,8002121
1579,39.003937,-76.971363,RIGGS RD + EDWARDS WAY,R2,3004006,1001,1,805904,8059041
1580,38.843740999999994,-76.900534,HIL MAR DR + N HIL MAR CIR,"K12, K12v2",3004007,1000,1,802107,8021071
1581,38.841831,-76.913947,HIL MAR DR + LITTLE HILL WAY,"D13, D14, D14v1",3004008,3005,3,802002,8020023
1582,38.901851,-76.853397,BRIGHTSEAT RD + CENTRE POINT OFFICE PARK,"C21, C21v1, C22, C22v1, C29*1, C29*2, C29*4",3004009,3005,3,803519,8035193
1583,38.847318,-76.90342199999999,SURREY SQUARE LN + REGENCY PKY,"K12, K12v1",3004015,2005,2,802107,8021072
1584,38.847535,-76.903621,SURREY SQUARE LN + REGENCY PKY,"K12, K12v2",3004016,3004,3,802107,8021073
1585,38.84594,-76.89989,SURREY SQUARE LN + BERKSHIRE ELEMENTARY SCHOOL,"K12, K12v1",3004020,2002,2,802107,8021072
1586,38.843917,-76.90064699999999,HIL MAR DR + N HIL MAR CIR,"K12, K12v1",3004021,2002,2,802107,8021072
1587,38.945793,-76.941642,CHARLES L ARMENTROUT DR + BALTIMORE AVE,F8,3004026,1043,1,806300,8063001
1588,38.931301,-76.956723,BLADENSBURG RD + EASTERN AVE NE,B9,3004027,1040,1,804400,8044001
1589,38.905590999999994,-76.827292,CAMPUS WAY N + LAKE ARBOR WAY,"C26, C26v1",3004029,2027,2,803514,8035142
1590,38.752887,-76.976174,ALLENTOWN RD + POLING AVE,"W14, W14v1",3004030,1023,1,801305,8013051
1591,38.846145,-76.89954200000001,Avenue Apts Rdwy + SURREY SERVICE DRIVE,"K12, K12v2",3004031,3002,3,802107,8021073
1592,38.890684,-76.900407,ADDISON RD + BALTIC ST,"A12, A12v2",3004032,2005,2,802901,8029012
1593,38.966223,-76.858925,CIPRIANO RD + 10TH ST,"G14, G14v1, G14v2",3004045,2012,2,803606,8036062
1594,39.054519,-76.900542,AMMENDALE RD + #6000,"89, 89M, 89v1",3004050,1001,1,807404,8074041
1595,39.054997,-76.900886,AMMENDALE RD + #6000,"89, 89M, 89v1",3004051,3077,3,807408,8074083
1596,39.05138,-76.897508,AMMENDALE RD + BALTIMORE AVE,"89, 89M, 89v1",3004053,3076,3,807408,8074083
1597,39.056356,-76.90345,AMMENDALE RD + VIRGINIA MANOR RD,"89, 89M, 89v1",3004054,1001,1,807404,8074041
1598,39.056525,-76.903345,AMMENDALE RD + VIRGINIA MANOR RD,"89, 89M, 89v1",3004055,3077,3,807408,8074083
1599,39.059145,-76.897272,VIRGINIA MANOR RD + INDIAN CREEK CT,"89, 89M, 89v1",3004069,3008,3,807408,8074083
1600,39.058838,-76.897414,VIRGINIA MANOR RD + INDIAN CREEK CT,"89, 89M, 89v1",3004070,3074,3,807408,8074083
1601,38.713077,-76.988248,OLD FORT RD + INDIAN HEAD HWY,W14,3004072,2024,2,801312,8013122
1602,38.712936,-76.988225,OLD FORT RD + INDIAN HEAD HWY,W14,3004073,1003,1,801312,8013121
1603,38.782241,-77.014096,ST GEORGE BLVD + WATERFRONT ST,"NH1, NH2",3004076,3027,3,801404,8014043
1604,38.991046999999995,-76.82346,MISSION DR + GREENBELT RD,"G14, G14v1, G14v2",3004080,1077,1,800411,8004111
1605,38.991153999999995,-76.823588,MISSION DR + GREENBELT RD,"G14, G14v1, G14v2",3004081,1077,1,800411,8004111
1606,39.000667,-76.87321,GARDENWAY + RIDGE RD,"G12, G14, G14v1, G14v2",3004082,1007,1,806708,8067081
1607,38.826903,-76.912364,BRANCH AVE STATION + BUS BAY H,"K12, K12v1, K12v2",3004083,2029,2,801905,8019052
1608,38.852536,-76.913319,SILVER HILL RD + WEST AVE,"K12, K12v1, P12",3004085,2019,2,802406,8024062
1609,39.076012,-76.868268,BALTIMORE AVE + CONTEE RD,"89, 89M, 89v1",3004086,2022,2,800212,8002122
1610,38.903143,-76.853164,BRIGHTSEAT RD + #1010,"C21, C21v1, C21v2, C22, C22v1, C29*4, C29/",3004087,3004,3,803519,8035193
1611,38.903146,-76.853391,BRIGHTSEAT RD + #1010,"C21, C21v1, C22, C22v1, C29*1, C29*2, C29*4",3004088,3005,3,803519,8035193
1612,38.903109,-76.736914,HALL RD + ASHLEIGH STATION CT,"C21, C22, C28, C28v1, C29*4",3004090,2025,2,800517,8005172
1613,38.844909,-76.93243100000001,SUITLAND STATION + BUS BAY H,"D12, D12v1, D12v2",3004091,1087,1,802405,8024051
1614,38.844096,-76.93151800000001,SUITLAND STATION + BUS BAY N,"P12, P12v1, P12v2",3004092,1087,1,802405,8024051
1615,38.972614,-76.914726,KENILWORTH AVE + Good Luck Rd,"R12, R12v1",3004093,1023,1,806706,8067061
1616,38.84598,-76.930585,SUITLAND STATION ENTR RDWY + CENSUS BUREAU GATE 7,"D12, D12v2, D13, D14, D14v1, K12, K12v1, P12, P12v1, V12",3004094,1085,1,802405,8024051
1617,38.968427,-76.92412900000001,RIVER RD + HAIG DR,"F6, F6v1, R12, R12v1",3004098,2052,2,807102,8071022
1618,38.968626,-76.924008,RIVER RD + HAIG DR,"F6, F6v2, R12, R12v1",3004099,2026,2,807102,8071022
1619,38.873148,-76.882048,WALKER MILL RD + WENDOVER DR,V12,3004100,1015,1,802204,8022041
1620,38.873225,-76.88219000000001,WALKER MILL RD + WENDOVER DR,V12,3004101,2012,2,802804,8028042
1621,39.083708,-76.883174,VAN DUSEN RD + CONTEE RD,Z7,3004103,1021,1,800212,8002121
1622,39.083742,-76.883462,VAN DUSEN RD + CONTEE RD,"Z7, Z7v1",3004104,1016,1,800212,8002121
1623,38.981257,-76.9893,NEW HAMPSHIRE AVE + GLENSIDE DR,"K6, K6v1, K9, K9v1",3004107,1024,1,701703,7017031
1624,38.987122,-76.988095,NEW HAMPSHIRE AVE + KENNEWICK AVE,"K6, K6v1",3004109,1005,1,701703,7017031
1625,39.103175,-76.932132,BLACKBURN RD + BALLET WAY,Z11,3004111,2026,2,701410,7014102
1626,39.120219,-76.988765,NEW HAMPSHIRE AVE + MD-198,"Z2, Z2v2",3004113,3000,3,701408,7014083
1627,39.181165,-76.671717,BWI AIRPORT + TERMINAL A,B30,3004114,1033,1,980000,9800001
1628,39.023187,-76.966971,RIGGS RD + FORESTDALE DR,"R2, R2v1",3004116,1028,1,807304,8073041
1629,38.97253,-76.767271,ANNAPOLIS RD + GRENVILLE LN,B24,3004117,3035,3,800409,8004093
1630,38.9723,-76.767026,ANNAPOLIS RD + GRENVILLE LN,"B24, B24v1",3004118,3035,3,800409,8004093
1631,38.965468,-76.79293,ANNAPOLIS RD + BELL STATION RD,B24,3004119,3029,3,800408,8004083
1632,38.96519,-76.84630600000001,ANNAPOLIS RD + CARTER AVE,"B24, B24v1",3004121,1038,1,803608,8036081
1633,38.965494,-76.845554,ANNAPOLIS RD + CARTER AVE,B24,3004122,1022,1,803607,8036071
1634,38.966906,-76.962618,EAST-WEST HWY + TOLEDO TER,F4,3004124,1005,1,806000,8060001
1635,38.889736,-76.826763,CAMPUS WAY S + COLLEGE STATION DR,"C21, C21v1, C26, C26v1",3004126,2002,2,803513,8035132
1636,38.814938,-76.995869,LIVINGSTON RD + LIVINGSTON TER,"D12, D12v1",3004128,2001,2,801707,8017072
1637,38.821886,-76.992644,GLASSMANOR DR + #4911,"D12, D14",3004130,1006,1,801600,8016001
1638,38.993936,-76.873249,MD-193 + HANOVER PKY,"G14, G14v2",3004134,2008,2,806712,8067122
1639,38.993668,-76.87345400000001,MD-193 + HANOVER PKY,"G14, G14v1, G14v2",3004135,3003,3,806710,8067103
1640,38.993153,-76.868459,MD-193 + FRANKFORT DR,"G14, G14v2",3004136,2011,2,806712,8067122
1641,38.992982,-76.869072,MD-193 + FRANKFORT DR,"G14, G14v1, G14v2",3004137,3005,3,806710,8067103
1642,39.011111,-76.875945,RIDGE ROAD + LAUREL HILL ROAD,G12,3004138,1140,1,807408,8074081
1643,39.011381,-76.878058,RIDGE ROAD + RESEARCH ROAD,G12,3004140,1140,1,807408,8074081
1644,39.011269,-76.878374,RIDGE ROAD + RESEARCH ROAD,"G12, G12v1",3004141,2003,2,807408,8074082
1645,39.011386,-76.88065,RIDGE ROAD + #73 COURT,G12,3004142,1137,1,807408,8074081
1646,39.011285,-76.880291,RIDGE ROAD + #73 COURT,"G12, G12v1",3004143,2003,2,807408,8074082
1647,39.009107,-76.88533100000001,LASTNER LN + JULIAN CT,G12,3004144,2004,2,807408,8074082
1648,39.009001,-76.885302,LASTNER LN + JULIAN CT,"G12, G12v1",3004145,2003,2,807408,8074082
1649,39.007365,-76.888882,IVY LN + LASTNER LN,"G12, G12v1",3004147,2011,2,807408,8074082
1650,39.007602,-76.890785,RIDGE ROAD + IVY LN,"G12, G12v1",3004149,2011,2,807408,8074082
1651,38.998915999999994,-76.90025,EDMONSTON ROAD + BREEZEWOOD DR,"R12, R12v1",3004150,1006,1,806713,8067131
1652,39.000631,-76.90292,BREEZEWOOD DR + SPRINGHILL LN,"R12, R12v1",3004151,1008,1,806713,8067131
1653,39.000786,-76.903821,BREEZEWOOD DR + SPRINGHILL LN,"R12, R12v1",3004152,1009,1,806713,8067131
1654,38.977367,-76.92488900000001,PAINT BRANCH PKY + 51ST AVE,"R12, R12v1",3004153,2000,2,807102,8071022
1655,38.976664,-76.92335200000001,PAINT BRANCH PKY + 52ND AVE,"R12, R12v1",3004156,2010,2,807102,8071022
1656,39.008848,-76.897757,IVY LN + #6303,"87, G12, G12v1",3004157,1124,1,807408,8074081
1657,39.008001,-76.895934,IVY LN + GREENBELT MARRIOTT,"87, G12, G12v1",3004158,1151,1,807408,8074081
1658,39.008457,-76.892866,IVY LN + TURNER PL,"87, G12, G12v1",3004159,1151,1,807408,8074081
1659,39.005736,-76.903581,SPRINGHILL DR + CHERRYWOOD TER,"R12, R12v1",3004160,2034,2,806714,8067142
1660,38.815052,-76.899137,AUTH RD + #6208-6220 (MAGRUDER AVE X),"K12, K12v1",3004161,1050,1,801904,8019041
1661,38.816848,-76.901327,AUTH RD + MEDFORD AVE,"K12, K12v2",3004163,1031,1,801904,8019041
1662,39.053131,-76.83723499999999,197 LAUREL-BOWIE RD + SNOWDEN RD,"87, 87v1, 87v2, 87v3",3004164,1009,1,800206,8002061
1663,38.753174,-76.969076,ALLENTOWN RD + #9901,"W14, W14v1",3004165,1022,1,801305,8013051
1664,38.820637,-76.88704200000001,ALLENTOWN RD + AAFB MAIN GATE,"K12, K12v2",3004166,3009,3,801104,8011043
1665,38.958269,-76.82529699999999,ANNAPOLIS RD + LOTTSFORD VISTA RD,B24,3004167,3011,3,803607,8036073
1666,38.934514,-76.95161800000001,BLADENSBURG RD + 38TH ST (37TH PL X),B9,3004168,1023,1,804400,8044001
